PT,a,N,ROR,ROR_CI_lo,ROR_CI_hi,ROR_signal,PRR,PRR_chi2,PRR_p,PRR_signal,EBGM,EB05,EB95,IC,EBGM_signal,SIGNAL_COUNT
DERMATITIS PSORIASIFORM,9,397209,2.114331221285111,1.0361388082945198,4.314476475076968,True,2.114027229863464,4.435010054906123,0.03520901234360247,True,1.8442327246388923,1.0815063610340836,3.1448676264621658,0.8830207216551356,False,2
INJECTION SITE SCAB,7,397209,3.0916213921901528,1.3370806937439264,7.14850111692535,True,3.0911775938892427,7.737148574867732,0.0054096156416510175,True,2.375052468814689,1.3025846174888869,4.3305242161520265,1.2479593853015294,False,2
INJECTION SITE SCAR,12,397209,2.3661940715520267,1.2683236783984468,4.414389228558624,True,2.3656971381805425,7.792635627602653,0.005245961378488213,True,2.0332218465044427,1.2767852424297472,3.237812389839242,1.0237676374110418,False,2
IMPAIRED QUALITY OF LIFE,68,397209,2.5138713753597757,1.931415659353731,3.2719778682791816,True,2.5107510318259494,50.40778758396192,1.2489761421469169e-12,True,2.210966186713368,1.812438977951887,2.697123344982276,1.1446769615476426,False,2
EYELID CYST,3,397209,5.520371044016006,1.3805334291789035,22.07443573585582,True,5.5199599890879325,7.402409169493738,0.006513658493362094,True,2.8055813700056604,1.1645343338076106,6.759171108323227,1.4882997557597921,False,2
INJECTION SITE DISCOLOURATION,49,397209,2.427932855490272,1.7817546942808895,3.3084565286627705,True,2.425812013141782,33.689683644450426,6.464259887559697e-09,True,2.143644790622576,1.69672077870231,2.7082906309886945,1.1000658660274751,False,2
INITIAL INSOMNIA,44,397209,2.545288585809003,1.8336286787258804,3.533154809484795,True,2.5432276389515085,33.508111299111484,7.096741319362401e-09,True,2.2229546426490283,1.737142123973013,2.8446304278046726,1.1524785117958973,False,2
INGROWN HAIR,4,397209,7.360717858550338,2.0770169618863887,26.0855680947229,True,7.359946652117243,13.19029335959683,0.0002814028443498462,True,3.382008440638809,1.557386832806985,7.344341721405651,1.757880260354802,False,2
INFLUENZA,672,397209,2.030421746754833,1.8687267955738056,2.2061076447662704,True,2.0094328887687385,291.4912138250811,2.3530824494520905e-65,True,1.8528167512863003,1.7389359291519046,1.9741554914685049,0.8897202018812956,False,2
NASAL INFLAMMATION,9,397209,4.517290422875288,2.0798384967872874,9.811296788727425,True,4.516330900162854,17.487636289540628,2.891821738899485e-05,True,3.08966405761609,1.8118599063599499,5.268632500457946,1.627449980926006,False,2
NASAL DISCHARGE DISCOLOURATION,11,397209,3.196498675433277,1.6337766028996565,6.253978520632688,True,3.1957663094719613,12.871554515615442,0.00033361437372865873,True,2.516524544483183,1.549286906669559,4.087619766050865,1.3314326689778648,False,2
NOCTURNAL DYSPNOEA,6,397209,3.8969692106037503,1.5363493614436394,9.884710736706177,True,3.896442345238541,9.549024457024995,0.0020005571311610838,True,2.6967466491190963,1.4145677637348009,5.141105768121047,1.4312199912701742,False,2
LACK OF ADMINISTRATION SITE ROTATION,4,397209,6.309169413058824,1.846805394948508,21.553769981155426,True,6.30852570181478,11.370965591421974,0.000746010856277365,True,3.183300074531772,1.4658832785209894,6.912828267430768,1.6705231593721301,False,2
INTERCEPTED PRODUCT STORAGE ERROR,25,397209,2.422112734970959,1.5708860304789796,3.734599447115653,True,2.4210350829333036,17.10765885647264,3.531958708019193e-05,True,2.1170738115400543,1.528483880004074,2.9323184772460844,1.0820715696225156,False,2
NASAL DRYNESS,29,397209,3.0802678375565336,2.0406550320710353,4.649511946884966,True,3.078439224683655,31.832387571182622,1.6806675323598193e-08,True,2.5548679440280875,1.887270278009832,3.458619725790172,1.3532487230926735,False,2
MOLLUSCUM CONTAGIOSUM,5,397209,7.88670085144347,2.502935106532712,24.85084417802754,True,7.885657127268475,17.536899588931774,2.8178554143722344e-05,True,3.6747895067506704,1.8222381478687268,7.410709700441233,1.8776616142308629,False,2
PERIORBITAL DERMATITIS,3,397209,6.624463441251364,1.5830342215901143,27.721141644301344,True,6.623951986905519,8.953153942666674,0.00276990951023451,True,3.00569473496457,1.2475969341797941,7.24128169305985,1.5876984933806126,False,2
SKIN DEPIGMENTATION,11,397209,4.671959695852965,2.308304339406268,9.455948692315339,True,4.6707353753820975,22.301067755615442,2.3307697219651635e-06,True,3.218484623977865,1.9814454415624425,5.227821598062154,1.6863815765176964,False,2
SKIN EROSION,19,397209,2.9977002131678825,1.8052515097968878,4.977814182267501,True,2.9965497083620205,19.88372385491385,8.22980147147596e-06,True,2.470832860815678,1.7023950971270339,3.5861328761986138,1.3049974230390933,False,2
SKIN HYPERTROPHY,13,397209,2.990762781248105,1.6202991625409926,5.520376866498939,True,2.98997832742263,13.550337359306937,0.0002322496742019055,True,2.4252315240390847,1.5499376460812413,3.7948287533140186,1.2781224803467888,False,2
SKIN HYPOPIGMENTATION,13,397209,3.681029777427376,1.964797125327581,6.896376245485353,True,3.6799733260586223,19.03170716156474,1.2856431109528095e-05,True,2.8014310891621363,1.7903624725953355,4.38347891415952,1.486164004955469,False,2
INJECTION SITE MASS,142,397209,2.5188268229685016,2.0984685210003726,3.0233899153660295,True,2.512289482213098,105.507340008743,9.454704314872993e-25,True,2.2223370972355574,1.9362564672034996,2.5506859537478306,1.152077669842927,False,2
INJECTION SITE NODULE,30,397209,2.3669401500474585,1.595377659511644,3.5116485682904823,True,2.3656971381805425,19.486593922648318,1.0130820625451393e-05,True,2.086226808352467,1.5488217414081902,2.810098915535217,1.0608960118834492,False,2
SKIN MASS,29,397209,2.053218624710039,1.381122673472565,3.0523767380174904,True,2.05229281645577,13.200399465387042,0.00027988945392791714,True,1.8593744830460528,1.3735121636111198,2.517104369220299,0.894817362201658,False,2
INJECTION SITE INDURATION,28,397209,2.2410370520834295,1.4926215958143003,3.364715533323701,True,2.2399837636878566,15.984449834531532,6.386490916021332e-05,True,1.994755256307344,1.4657757613703242,2.714636602290275,0.9962117478652803,False,2
MASS EXCISION,3,397209,6.624463441251364,1.5830342215901143,27.721141644301344,True,6.623951986905519,8.953153942666674,0.00276990951023451,True,3.00569473496457,1.2475969341797941,7.24128169305985,1.5876984933806126,False,2
LIP PRURITUS,6,397209,4.416589358799454,1.7134874495893764,11.383953567290554,True,4.415967991270347,11.325251216472738,0.000764601825182982,True,2.8963580956355366,1.5192731566595923,5.52164709906286,1.5342399832427738,False,2
SKIN HYPERPIGMENTATION,33,397209,2.870511646175304,1.9568988468297244,4.21066072177262,True,2.8686406242504217,31.896870840493403,1.6257885044135074e-08,True,2.429450767819736,1.8284205345844,3.228048975396943,1.2806301969162044,False,2
MEIBOMIAN GLAND DYSFUNCTION,5,397209,3.45034635906142,1.26391014803121,9.41909519124648,True,3.449974993179958,6.628282493312192,0.010037199868738982,True,2.450764542460839,1.2152741354334096,4.942297928887664,1.293231883738979,False,2
LICHENIFICATION,5,397209,6.900844297580792,2.257402953714331,21.095769340204264,True,6.899949986359916,15.523211351084164,8.1498362762187e-05,True,3.4815825016434587,1.7264315242525792,7.021081662070336,1.7997432107657896,False,2
KERATOCONUS,4,397209,11.041137417770637,2.7611657188911023,44.15045234121374,True,11.039919978175867,18.26136848340851,1.925731790500888e-05,True,3.8644646592401615,1.7795539194490497,8.392039678763867,1.9502685727653208,False,2
NASAL OPERATION,4,397209,3.680298299330039,1.1868837380244937,11.411897507834976,True,3.6799733260586214,5.855379139391887,0.015529512227568877,True,2.460478580734947,1.1330299765060419,5.343155054841724,1.2989389573938908,False,2
LICE INFESTATION,3,397209,8.280602037104401,1.8531715628256633,37.00055163394937,True,8.2799399836319,10.972845612756926,0.000924566779420385,True,3.2365475745649723,1.3434188057696768,7.797449430835447,1.6944557104499292,False,2
